session_id,phonetic_transcription,language_classification
"fv800007","OpAs@G@blaz@n","VL"
"fv800007","d@kAstIz@nward@vOlstYkAntik","VL"
"fv800007","IkhopdAtj@z@AlzdYsdan@xzYldb@hAnd@l@n","VL"
"fv800007","z@IswElwAtvOxt@xpipt@z@","VL"
"fv800007","End@dY+v@nhor@nsInsew@xbE+d@tor@n","VL"
"fv800007","OfhAtjE+sOmsf@rAnd@rIN@nOp@tox","VL"
"fv800007","d@tY+nmAnkwAmbIn@nmEt@nkristAl@nkArAfwarInrod@wE+nfONk@ld@","VL"
"fv800007","hE+sxONkerzdbE+opAInEnb@GAfsIxdAnnarharkAntfAnd@taf@l","VL"
"fv800007","tunhE+d@kArAfbov@nharGlAshiltsxYd@z@h@thoft","VL"
"fv800007","nendANky","VL"
"fv800008","z@dokInharkOf@rvOnt@nhAntspiG@ltj@EnzAxhuvelz@OphEmlek","VL"
"fv800008","twe","VL"
"fv800008","krikrikri","VL"
"fv800008","bEst@opA","VL"
"fv800008","h@tklONkAlzd@anhEfvAn@nbrifmarz@hAtnidzbet@rskYn@v@rzIn@","VL"
"fv800008","pA+z@","VL"
"fv800008","hirmusts@@nstIlt@InlAs@nOmhEmvAnzE+nv@rbazINt@lat@nb@kom@n","VL"
"fv800008","EndAnmEtvlE+@rE+ywonthirwErk@l@kprAxt@x","VL"
"fv800008","yheftfAstnOx@nAnd@r@kam@rvorm@entj@dim@wAtmInd@rhoxlIxtEnvorAlmInd@rmId@lewsIs","VL"
"fv800008","dAtwAz@tG@nad@sxOt","VL"
"fv800008","hE+zA+vlYGdorhEb@ndAts@nitnarzE+nbAN@zonard@","VL"
"fv800008","martunz@Om@nm@nytvorhAlfsev@nd@smAl@wEnt@ltrApaflipEnOpharhOrloZ@kekv@rhoGd@z@harsnElhE+dbE+@tov@rstek@nvAnd@ov@rlop","VL"
"fv800015","markOmw@war@@rEnw@red@dord@Y+txansbyrt","VL"
"fv800015","@twErtAldONk@rEj@zAxnitxut","VL"
"fv800015","kY+l@war@nov@rAl","VL"
"fv800015","erslek@tovd@byrtY+tx@stOrv@wAs","VL"
"fv800015","AlenhOnd@zAxj@","VL"
"fv800015","Optelevisihord@j@wElensvred@v@rhal@ov@rdihOnd@","VL"
"fv800015","huz@In@nm2t@dord@strat@rEn@EntSipisGrE+p@nEnv@rsx2r@","VL"
"fv800015","marokov@rhutSipisd@hOnt@jaG@EnOpet@","VL"
"fv800015","mIsxinhEb@flA+@GrApAlG@hort","VL"
"fv800015","warOmzE+nhOnd@nEntSipiszYlk@Guj@matj@s","VL"
"fv800015","hEpjEm","VL"
"fv800015","d@hOnd@diwE+zaG@war@okxratmaG@r","VL"
"fv800015","maz@lip@nitIn@nm2t@marAlen","VL"
"fv800015","sOm@G@war@ntam@l@kxrot","VL"
"fv800015","j@kOnz@zerGutInbeld@dAtj@z@anvil@","VL"
"fv800015","w@Onz@wExf@rvOlGd@kwam@w@lANs@nzoG@namd@wonwE+k","VL"
"fv800015","EnmEns@","VL"
"fv800015","ONG@sxor@mAn@nhAnd@nInd@sAk@n","VL"
"fv800015","slOnz@G@vrA+mEtfEt@harEnOpx@zwOl@kY+t@","VL"
"fv800015","z@hild@nOnsnA+lEt@tInd@Gat@","VL"
"fv800015","IkrIld@Envruxm@AfhudimEns@nIndErG@l@k@OmstAnd@xhed@kOnd@lev@","VL"
"fv800015","tuw@d@wonwE+kAxt@rOnsx@lat@hAd@n","VL"
"fn000115","helankOxtEnlANdyrxwErk@los","NL"
"fn000115","madAdIsf@rd@r@tukOmst","NL"
"fn000115","@mm@vrA+wv@bYrxsE+dIdIs@nt@l2rstEl@nd@ampAk@m","NL"
"fn000115","@m@dazAlIk@Y+t@rartxrax@anwesxsE+ndAnkYn@w@AldidIN@nOxzbet@rdorsprek@marw@mut@prober@OmdislAxt@mak@","NL"
"fn000115","mEdAl@x@ful@xhed@di@diOnd@rtYs@ok@okOptred@","NL"
"fn000115","oknar@tsIt@nd@b@stAnt","NL"
"fn000115","mfrA+fbYr@x","NL"
"fn000115","m@frA+f@bYrxm@frA+f@bYr@xIkmutyb@sxEr@m@yraktyhel@twed@t@mE+nkwE+tptes@m@nir","NL"
"fn000115","maIk","NL"
"fn000115","yhAtxenfraxfErd@r","NL"
"fn000115","nened@vraGIs","NL"
"fn000115","oked@vraGIsd@vraGIsIshEld","NL"
"fn000115","IkhErhal@mIkhEpmnEtokAlG@stElt","NL"
"fn000115","d@vraGOvd@xAOft@m@nIst@d@GarAnsiwIlGev@dAtd@InzEtEnd@ampAkfAnd@slY+t@nd@ampAkdAtinittENkOst@GatfAnd@@InzEtEnandAxformEns@diAlnyAllANdyr@xAnd@and@kAntsAndixarAnsiIsmE+nvraG","NL"
"fn000115","nejadAtIs@@@dAtkYntyok@trA+w@sInInd@Ind@rGerINsplAn@zin","NL"
"fn000115","OmdAtw@okford@zIt@nd@xruplANdyrxwErkloz@mEt@mEtfOrs@IntEnsiferIN@kom@","NL"
"fn000115","@En@vor@m@Y+tbrE+dINvAn@mElk@rtban@zExIkmard@ideban@@mzYl@wokwerzonAxtOnd@rtm@ljunY+trEk@","NL"
"fn000115","marm@frA+f@bYrxlExwEld@fIN@rOp@n@Op@npYntwAt@@natyl@ken@x@frIksixatxef@","NL"
"fn000115","m@vrA+nomAn","NL"
"fn000115","mvrA+dforzIt@r@m@m","NL"
"fn000115","IgdEkdAt@tExtf@stAnd@xIsOmOmIOmOmfov@d@pr@siz@InvYlIN@@lat@r@nOG@s@nOG@nOx@shelp@sist@prat@In@nov@rlEx","NL"
"fn000115","@m@","NL"
"fn000115","txatmAOmprInsip@","NL"
"fn000115","In@tf@dAxfAnAms@dAmwOrtx@sprok@ov@rkowOdinatsivAn@twErkxleG@nE+tsb@lE+t","NL"
"fn000115","darnastfOrmt@tY+twIslIv@vAnzoG@namd@bEspEkt@s@s@mb@lANrE+k@merward@fAndAdb@lE+t@mEndItIsdYsenfAndIforbeld@warw@ler@nfAn@fAnwAtInAnd@r@lAnd@x@b2rt","NL"
"fn000115","m@vrA+normAn","NL"
"fn000115","IkhEpx@zExtfeldunw@bet@rmarErzE+ndIN@diw@kYn@ler@EnIkhopdAtydidratOpAkt","NL"
"fn000115","ja","NL"
"fn000115","@mnA+of@rd@sE+f@rmat@x@Ond@bA+wINsE+ndYsoknOxwAtsE+f@rs@wAtwAtx@xev@nsx@vraxtm@vrA+d@vorzIt@r","NL"
"fn000115","@tIsdYs@@d@x@ment@xev@sfAnArbE+tsforzinIN","NL"
"fn000115","dAtmakt@dogmujl@kOms@vorvE+fjart@Ekstrapoler@","NL"
"fn000115","EndizYl@w@dYzokObA+w@s@dAtw@b@horl@k@kwAntitatif@x@xef@nshEb@","NL"
"fn000115","frA+nomAn","NL"
"fn000115","forzId@rwAdIgnA+zorarvInIsdAtIktENnyAltrijarlANfraxOmInEnY+tstromsE+f@rsfAnd@bE+stAnt","NL"
"fn000115","id@rjarbE+@d@b@xotINbE+@@f@rsxIlnd@d@bAt@","NL"
"fn000115","bE+d@srIft@l@k@forb@rE+dINfAn@d@b@xotIN@Is@twertwekerG@vraxt","NL"
"fn000115","End@Antword@war@ofr@Gnsf@sxIlAntInf@rsxIlnd@stYk@","NL"
"fv800025","hE+hefth@thel@OrkEstInzE+nblIkx@vAN@","VL"
"fv800025","hE+Isanwez@xInd@GestfAnElk@spel@r","VL"
"fv800025","hE+wetnitAlenwAtid@vAnhEnmutdunmarokwAthE+dut","VL"
"fv800025","zE+nhAnd@G@bid@Env@rbid@n","VL"
"fv800025","EnanG@zin@rtE+d@sd@Y+tfurINnitsAnd@rsforhEmkAnb@standAnzE+nwErkIshE+zolANd@hers@rvAnd@wer@lt","VL"
"fv800025","@tf@rlAN@OmzIxInd@myzikt@v@rliz@nG@kOmbinertmEt@mb@huft@OmG@helOpt@GanInd@hAnd@lIN@vAndiAlmAxt@G@fiGyrdarObdAtpodijYm","VL"
"fv800025","@tIs@nhoxstf@rfE+nd@vOrmvAnv@rerIN","VL"
"fv800025","d@diriGEntIsnojt@nhEltfAnd@mAsAG@westmar@nidolvord@elit@","VL"
"fv800025","vord@G@mId@ld@vudbAlfAnObd@tribyn@Ovd@Alenstand@A+d@rdivAn@nY+tkerINmutrOntkom@b@tek@thE+AlsiAlitsb@tek@nt@nOmb@rE+gbarA+rAvAnvorExt@Enkisk2r@xE+t","VL"
"fv800035","Op@ndAxsE+suteG@mEribEtAlz@k@ndOxt@rtj@zA+krE+G@zA+@karthEmilInnum@","VL"
"fv800035","@mparmand@lat@rGAfmEribEthardOxt@rtj@pr@sisdinamAlenmEt@nOnG@brY+k@l@k@v@rAnd@rINInd@spElIN","VL"
"fv800035","sub@sxA+d@dItAls@nkOmplimEnthuwElz@zIxAfruxwarOmharbyrvrA+harnojthAtx@vraxtOfs@dAtErxsA+vInd@","VL"
"fv800035","mEribEtv@rtEld@sIntijAnitov@rharvrintsxApmEtsuhuwEld@driG@zIn@nastElkarwond@","VL"
"fv800035","oksuEnharExtx@notb@wond@@nApArt@mEntObd@erst@v@rdipINdAdbE+naidEntikwAsandAtfAnmEribEtEnsIntijA","VL"
"fv800035","dorhelSin@ktedilop@nrExt@strat@nzoAlsmItS@g@nEv@nju","VL"
"fv800035","d@hY+z@Gev@d@IndrYkrY+mt@zE+n","VL"
"fv800035","dItIsExt@rnit@tx@vAl","VL"
"fv800035","pErstratb@stan@rsyptil@v@rsxIl@and@bY+t@kAntfAnd@hY+z@markwaIndelINv@rsxIl@z@nA+@l@ks","VL"
"fv800035","ElkhY+sheft@nwonkam@rmEtErk@rAnd@vorkAntmEtdarAxt@r@netkam@rEndarAxt@r@nslapkam@rbAtkam@rEnk2k@","VL"
"fv800045","v@rmersop@nd@d@d2rvAnd@sAlOnEnlitvINk@OpniwvorGan","VL"
"fv800045","dez@kekev@rOntEnliprExtnard@b@sm2rd@fotY+warInx@tf@rmINkt@lE+kvAn@nwIthar@G@mAnzAt","VL"
"fv800045","h@tv@rbazd@xEmdAtxE+vordez@p@rsondixE+Inlev@xAtOntmutnitx@tmInst@G@vulkOnObrEN@","VL"
"fv800045","wAtyzExt","VL"
"fv800045","@nAfk2r@nd@blIkkekxE+nard@twebejobej@rsEnd@twerE+kswAxt@rsInynifOrmdiY+t@nAnd@r@kam@rkwam@","VL"
"fv800045","Axt@rInd@nOflIxts@nhOntenAxt@rpot@rAfv@rvOld@v@rmersEnOnvIndbar","VL"
"fv800045","soAzd@hAnd@","VL"
"fv800045","vINk@knIkt@n2tral","VL"
"fv800045","xE+lip@rxenEnb@keks@envoren","VL"
"fv800045","d@mestOpfAl@nd@wAs@nOfisjel@fotovAndZid@b@rYxt@IksdirEkt2rvAn@tEvbiajOpx@draG@nanjehasYlIv@nObdatYmvAnzEsjAnywarineG@tinhOnd@rsev@t@x","VL"
"fv800045","vINk@b@kegd@And@r@fotos","VL"
"fv800045","dZOnsYlIv@nmEtkonINbA+d@wE+n","VL"
"fv800045","mEtpr@mjemArt@s","VL"
"fv800045","mEtENk@l@bElGis@EnAmerikansenavoGen@rals","VL"
"fv800045","mEtfrind@n@nGOlfstOkpArmAnt@xInd@hAnt","VL"
"fv800045","dZOnsYlIv@ntE+d@s@njAxtpArtE+z@ndYb@lopsx@werIn@pOsisiAsOfhE+Op@tpYntstOnt@rmet@sxit@","VL"
"fv800045","Obd@spOrtiv@fotosxAtxE+hAntsxun@an","VL"
"fv800045","vINk@mIst@fAmilikikj@s","VL"
"fv800045","m@nersYlIv@nwAsfrE+G@zEl","VL"
"fv800045","wIstydAtnit","VL"
"fv800045","wElwEl","VL"
"fv800045","dENktym@sxindAthE+zE+v@rmersmEt@nInsinywer@ntlAxj@","VL"
"fv800055","wAnerd@mEns@zIxforYntelevisihEb@G@InstAlertkom@d@klA+nst@vorsxE+nY+tYnsxY+lplats@lop@mEtlIxt@dord@stexsnEld@sten@trApfAnj@hY+sOpd@bY+t@d2rdorEnd@trApOpnard@erst@v@rdipIN","VL"
"fv800055","ErwOrtanG@bEltEnAsj@op@dutstatEr@nklA+nObd@drEmp@lEnz@wErptsIxInj@Arm@EnjYlikYs@Elkar","VL"
"fv800055","w@kYst@ElkarlANAlsOfwElkar@new@xE+tnithAd@G@zin","VL"
"fv800055","Al@swAtw@ded@G@b2rd@In@nsortb@tov@rnd@hArmoni","VL"
"fv800055","fE+nOmbE+j@t@zE+nzE+z@","VL"
"fv800055","zov@rkertdAt@tfE+nIs","VL"
"fv800055","w@nam@d@tepOtd@kOpj@sEnd@vErs@brotj@smEtE+EntOmatmenard@kam@r","VL"
"fv800055","darzat@w@sam@Ind@sxem@rINbE+@tsAxt@G@knEt@rvAnd@kAx@lObd@bANkteG@nElkaranmEtOnz@hAnd@OmOnz@kOpj@sOvd@kOpj@sObd@taf@lEnOnz@Arm@OmElkar","VL"
"fv800055","@nlIxt@kYsOp@nwAN","VL"
"fv800055","@nsnEl@tONpYntIn@nor","VL"
"fv800055","@nzwAk@zYxt","VL"
"fv800055","IkAtnErG@sAnd@rsoxfordAnvorhar","VL"
"fv800065","dAdIsnitniwwEld@OnavOlGbar@lEt@rkYnd@G@brAvur@End@vordinOnG@kEnd@sxErpt@warmehE+d@EgzOrsist@EnhYnbixt@lIN@dizIxInAl@rlE+bOxt@vrIN@AfsxIld@rtAlskErmIsAkrobat@","VL"
"fv800065","Ind@stat@End@rE+k@vAnd@zOnGitsirAnod@bErZ@rAksE+nkritikIn@nG@romA~serd@vOrm","VL"
"fv800065","zE+nb@wE+svurINIstwevA+d@x","VL"
"fv800065","d@kErk@rmest@rstyrthEmnab@talIN@mbur@pYm@lmEtsupwarInsirAnod@bErZ@rAk@nkAnsOpfrE+hE+tsit","VL"
"fv800075","ev@nkrE+GIkxenlYxtmer","VL"
"fv800075","sOkratEs","VL"
"fv800075","hE+kOmtreG@lrExtnarm@tu","VL"
"fv800075","hE+loptrExtnarm@nArmtu","VL"
"fv800075","sOkratEsIs@rAt","VL"
"fv800075","nyhEb@k@rG@nuxfAn","VL"
"fv800075","Ikm@nstulteG@d@myr","VL"
"fv800075","zovErzAldirAtm@nitvOlG@n","VL"
"fv800075","EnfrAnsIskAsword@ndikrE+G@m@hiroknit","VL"
"fv800075","m@vrA+G2b@lkE+ktInOnz@rIxtINstartOns@nposj@anEndrajtsIGdAnt@rYxnar@dbOrt","VL"
"fv800075","wAthAts@okmut@nzEG@n","VL"
"fv800075","IkkAnm@nitkOnsEntrer@n","VL"
"fv800075","javAnharsEntimet@rnastm@","VL"
"fv800075","wAdIs@t","VL"
"fv800075","maGiOfso","VL"
"fv800075","IkmutstetswernarharG@zIxtkE+k@nGlAd@hY+tlIxtx@brY+nt@nrExt@n2svOl@lIp@n","VL"
"fv800075","harwImp@rskom@mbE+natOtanharbrIl","VL"
"fv800075","z@zItx@spAn@nEnkarsrExt","VL"
"fv800075","d@Griks@GodIn@nY+tm@nA+d@G@sxid@nIzbukdizaG@n@rnEtsoY+t","VL"
"fv800075","End@rAt","VL"
"fv800075","Ikrisker@nblIk","VL"
"fv800075","hE+v@rdwE+ntInharG@rY+t@ov@rGEmt","VL"
"fv800075","d@bElGat","VL"
"fv800075","frAnsIskAstatOp","VL"
"fv800075","z@heftxenhast","VL"
"fv800075","z@lopnarvor@nmEtharhAntOpharbY+kzodAtsOkratEsnitObd@GrOntfAlt","VL"
"fv800085","h@db@GOn@rmedAtmEnd@E+G@nG@rE+d@strommEts@nGrun@kAntkraG@nvAnritEnpopylirmY+lbAnd@mEd@nsOmb@rb@tOn@GArelzodAthE+nitmeran@tswErv@nkOnGan","VL"
"fv800085","d@Onv@rmE+d@l@k@nerGANvAnAl@swAtGrot@rIzdAn@tlev@nheftm@stedzv@rvYltmEd@nzAxt@wemut","VL"
"fv800085","Ov@tny@nstrom@nmEns@nideOvitsAnd@rsIs","VL"
"fv800085","OfzE+n@tfelerd@mEns@ndiAl@sb@zud@l@nv@rdrYk@nEnv@rmINk@n","VL"
"fv800085","nar@tE+ntfAndez@ewtuzAGIgd@OpsEsivAnd@efisjEnsiInid@rG@vAlstetsmerenhE+tswOrstfAnd@dIN@nd@mEns@nEnd@idej@nmak@n","VL"
"fv800085","AlsOfmEnpAst@vred@kOnwez@nAlzd@zilY+t@nkrejasiG@knep@wAs","VL"
"fv800085","Ax","VL"
"fv800085","m@sxinwortIkt@A+t","VL"
"fv800085","d@klAtkOmt@rIn","VL"
"fv800085","zwArt@G@dAxt@nkrE+G@stetsd@ov@rhAnt","VL"
"fn001180","@nxud@r2ksInEn@nxutx@h2x@n","NL"
"fn001180","mEd@terst@kOns@Inharb@stanforzin","NL"
"fn001180","harwErk@l@k@EndENgbeld@x@hErIn@rIN@nwar@Ext@rtAlrE+k","NL"
"fn001180","En@twAsAlsOfs@twekerx@lefthAt","NL"
"fn001180","tex@hartrA+w@frintd@wE+s@taotSijEnsE+s@dIkw@lstAdharx@h2x@nwAsAlst@bY+kfAndAtsxIpwars@ElkarhAd@ler@kEn@","NL"
"fn001180","Y+tx@strEktEndY+st@r","NL"
"fn001180","fOlkIst@nfat@nEnsAk@ward@x@b2rt@nIs@nY+tharhel@b@stansIxOpstap@ld@n","NL"
"fn001180","Inwak@d@tustAntwAs@dnitenfA+d@xitst@fInd@nIndixixAntis@wAnOrd@","NL"
"fn001180","mars@kOn@tInarslapdunsowAlsmAmAfresijaharhAtx@lertOpt@anx@nam@avOnd@nY+tharkInd@rtE+t","NL"
"fn001180","wAnerd@kOntur@nfAnd@wErkl@khE+tnA+wl@ksmewar@dAn@ndYn@fal@pEn@nstrek","NL"
"fn001180","s@f@trA+d@Optes@metod@sowAsAnd@r@nOpx@tAl@n","NL"
"fn001180","EnhAtharx@h2x@nkYnstsodan@f@rfE+ntdAts@mIzroskOnzinx@box@nof@r@nsepkIstY+dmarzE+j@haerst@wixj@","NL"
"fn001180","z@hEb@xenx@ful@nsOfx@h2x@nb@werd@mIsrosOpt@sxars@momEnt@ndAts@of@r@tOnd@wErsprak@n","NL"
"fn001180","Ens@hAdnojt@nAnd@r@f@klarINof@rhaAfkOmstkYn@AksEpter@n","NL"
"fn001180","InditE+twIld@IgdOlxrax@nkInthEb@n","NL"
"fn001180","jE+EN@ls","NL"
"fn001180","makj@marxenIlyzimE+S@","NL"
"fn001180","j@hEpt@dharfAn@nIndijans@nEdAlzIk","NL"
"fn001180","d@x@bort@fAnelisawAstAbuIndAthY+s","NL"
"fn001180","En@dmE+S@rakt@x@wEntAnd@x@hE+mzIn@xhE+t","NL"
"fn001180","Enx@furtmEdbAtIst","NL"
"fn001180","harhEmpj@wAsx@bOrdyrtInhonINxradmotifEnd@lak@ntj@swar@Afx@zEtmEdbrYs@lskAnt","NL"
"fv800095","zOnd@rdAthE+h@tm@sxinb@sEft@b@sxrefkAlderoneand@wet@nsxAp@rd@Ontstansx@sxid@nIsvAnd@modErn@mAfija","VL"
"fv800095","d@v@rhal@nvAnkAlderonev@rtEl@nov@rz@ndaG@l@kslev@nInd@mAfija","VL"
"fv800095","w@war@nstratArmzExtkAlderoneov@rd@sitywasivAnd@mAn@nvAneran@tE+ntfAnd@jar@nsEst@x","VL"
"fv800095","zoArmdAtfelmAfijosiov@rGIN@ntOt@tpleG@nvAnOrdinE:r@rofov@rvAl@n","VL"
"fv800095","bE+bOS@sv@rdwen@nmAn@nvAnerInd@G@vAN@nIs","VL"
"fv800095","hukOmth@tdAtkosAnOstranitIsY+tx@stOrv@nIn@ntE+tdAtokOpsisilij@pOpmyzikEnspE+k@rbruk@nhYnIntred@ded@n","VL"
"fv800095","h@tAntwortObdez@vraxIsY+tE+nd@l@kev@nsImp@lAlsGEkmak@nt","VL"
"fv800095","h@tIzd@itAljans@pOlitikmEts@nOnlEzbar@dOrstnarstEm@ndid@G@deklAserd@pAdrinoweranz@nhar@nOmhoxheftx@trOk@n","VL"
"fv800095","In@nsistemAlz@titAljans@warInstEm@ndord@politik@pArtE+@nlEt@rl@kwOrd@nG@kOxthEb@nd@krIst@ndemokrat@nd@sosjAlIst@nd@sosjaldemokrat@nd@repyblikE+n@nEnd@liberal@n@rGenvAnAl@nvorG@sxywtd@mAfijat@G@brY+k@nvor@trOns@l@nvAnstEm@n","VL"
"fv800105","wAner@nmAnzE+nOntfANk@l@khE+tOfwAtwE+sOmzd@In@rl@k@vrA+num@v@rwElkOmtvulthE+zIxvakwArm@rkAm@ratsxAp@l@k@rEnlev@nd@G@r","VL"
"fv800105","marwAnerhE+dAtxen@nad@rtwAtIgd@dip@mAnzAlnum@vulthE+@nrisiko","VL"
"fv800105","h@tf@rwElkom@vAnd@har@G@mAnIsb@ANst@G@ntEnrIskAntEnv@rE+st@nAnd@rsortmut","VL"
"fv800105","juNEnwIlhElmzE+ndriOnd@rzuk@rzdid@muthAd@In@tmerAft@dal@EntAksEpter@wAts@darvOnd@","VL"
"fv800105","d@takfAnd@hed@ndaxs@mAnIshEnt@vOlG@","VL"
"fv800105","sOm@G@mAn@hEb@dIdAlG@danEnd@har@G@mAnIsInYnpsixenarbov@G@haltEleftnyObd@bIn@plats","VL"
"fv800105","d@bIn@platswIlzEG@@tIndividyOvd@kyltyrhEm@nplatsIn@tsOnlixtheftx@Gev@warid@ren@mkAnzin","VL"
"fv800105","dAtIsOpsIxAl@nvorY+txANv@rG@lek@bE+@tOpslY+t@vAnd@wIld@mAnIn@nkEld@rwarvelel@mEnt@InElk@kyltyrhEmGraGzA+d@wIl@hA+d@","VL"
"fv800105","marImbE+d@G@vAl@zIthE+nAtyrl@knOxstetsIn@nkoj","VL"
"fv800105","hEtf@rlisvAnd@GA+d@bAllat@w@t@rYxannar@tf@rhal","VL"
"fv800105","Alzd@jON@d@bAltrYxwIlhEb@zAlhE+nard@har@G@mAntumut@GanOmvraG@","VL"
"fv800105","mardAtwOrd@nprOblem","VL"
"fn001182","OphEtrap@mbYrg@rplE+nInAmst@rdAmIz@tafrikansrEstorA~kilimAntjarox@vEst@xt","NL"
"fn001182","d@s@rfEtrIN@nsE+nfAnhA+tEnhEb@d@fOr@mfAnSirAf@sn2shor@nsOfAnd@r@wIld@best@","NL"
"fn001182","Opt@kartstand@b@kEnd@etijopis@pAn@kukj@sInAl@rlE+fArijasis","NL"
"fn001182","maokOmb@kEnd@x@rExt@nY+tOnf@rwAxt@lAnd@nAlsnamibij@msImbApw@EnifokYst","NL"
"fn001182","d@wE+nkOmtY+tsY+tafrika","NL"
"fn001182","@NxAstfrA+disIxsup@lEnkAl@mdod@rY+mt@b@wext","NL"
"fn001182","d@idefANkilimAnZaroIstAtwE+wIl@del@nw@zE+nhirnitAlenx@kom@nOmt@nem@nmArokOmt@xef@n","NL"
"fn001182","s@xrujd@OpInd@etijopis@hoftstAtAdIsAbeba","NL"
"fn001182","harfad@rhAt@NxrothAnd@lINx@brY+ksxud@r@n","NL"
"fn001182","s@IstuntY+sb@GOn@mEt@dbrA+w@nfAmbir","NL"
"fn001182","felmEns@nhEb@ndAttY+zbrA+w@rE+tj@smEtOfsOnd@rAlk@hOl","NL"
"fn001182","lat@rb@GOns@oket@nt@v@kop@n","NL"
"fn001182","@nhY+srEstorA~fOmEns@ndiIn@tsEntrYmwErk@n","NL"
"fn001182","s@kom@Elk@dAxet@nEmb@tal@nan@dE+ntfAnd@mant","NL"
"fn001182","ObdimAnirkOns@Ons@sxolb@tal@n","NL"
"fn001182","sabasprekmEtxrot@b@wOnd@rINof@rhamud@r","NL"
"fn001182","mud@rstyd@harkInd@r@nAr@ndyr@frAns@sxolforkInd@r@nfAnd@Afrikans@En2rOpes@elit@","NL"
"fn001182","bof@ndinkrexs@mEtfirkInd@r@nkOrtIN","NL"
"fn001182","s@huvd@mafOtwet@b@tal@n","NL"
"fn001182","@twAz@Nxud@sxol","NL"
"fn001182","d@lerar@nsE+d@nteG@Ons","NL"
"fn001182","w@won@nwEl@swarInetijopij@mardIthirIsfrANkrE+k","NL"
"fn001182","Al@sbuk@nsrIft@npOtlod@nkwAmY+tfrANkrE+k","NL"
"fn001182","IkwetokAl@sfAndAtlAnt","NL"
"fn001182","d@rifir@nd@x@sxid@nIswEl@k@bYsErf@trEktfAmplAspigAl","NL"
"fn001182","wanzInmartunfOnt@k@tx@won","NL"
"fn001182","w@lerd@merov@rfrANkrE+ktAnov@retijopij@","NL"
"fn001182","wElkreG@nwIetijopis@lEsdAthAthAjl@sIlAsiv@rplIxtx@stElt","NL"
"fn001182","sabawAsxutOpsxols@wAsxret@xEnlAsfel","NL"
"fn001182","d@sxolhAt@Nxud@biblijotek","NL"
"fn001182","IkhAtAlsnEldordAtkEn@s@dbEst@IswAtj@kYnthEb@n","NL"
"fn001182","wE+war@nAr@mw@kOnd@nidmEtAnd@r@lerlIN@nkONkyrer@nInY+t@rl@kkler@nEnso","NL"
"fn001182","wE+lef@nIntweApArt@wer@ld@n","NL"
"fn001182","dAtfuld@IkokEr@x","NL"
"fv800115","mEns@nkiz@ndarnitforEnz@kYn@n@rnitov@rnadENk@n","VL"
"fv800115","w@pAs@nd@sitywasiananhYnbasistrYktyr","VL"
"fv800115","z@hEb@n@nritywelkArAkt@r","VL"
"fv800115","dAtwIlzEG@nz@hEb@n@nkOmplEksEnvAstpAtron","VL"
"fv800115","dez@pAtron@nGanInteG@nAl@loGikA","VL"
"fv800115","mEns@ndiYnrEptilrejAksisf@rklar@nzEG@nAltE+tdAdb@pald@sak@nnyenmalsosE+nEns@zYl@nj@anvAl@nAlsj@dItIntwE+f@ltrEkt","VL"
"fv800115","dinobrE+ndENk@nGatx@partmEtxrot@OpwIndINEndYsf@rmInd@rINvAnrAsjOneldENk@n","VL"
"fv800115","tIsnitloGismar@theftfelov@rtY+GINskrAxt","VL"
"fv800115","dez@Omb@wYst@pAtron@nzIt@nInid@rmEnsnitAlenInj@byrmAn","VL"
"fv800115","z@stanand@basisfAn@db@wYst@dENk@n","VL"
"fv800115","Alzd@kOrtEksY+tx@sxak@ltIsdorINklysifkAfejin@muhE+tOfemosikAnid@renAls@ndinosA+rYsxanrejAGer@n","VL"
"fv800115","z@nem@nandAtAlsj@itswIldunj@dAtx@wondut","VL"
"fv800115","zak@l@k@b@slIsIN@nmut@nstul@nOploGikAImplatsfAnemosi","VL"
"fv800115","d@mest@mEns@nExt@rzin@tf@rsxIlnit","VL"
"fv800115","emosjOnel@b@slIsIN@nkom@nOp@nhErkEnbar@mAnirtOtstAnt","VL"
"fv800115","z@vOlG@nd@rEptiloGikA","VL"
"fv800115","huvakhEpj@j@zElfAlb@lofttE+tfrE+t@mak@nvorlAN@tErmE+nplEnIN","VL"
"fv800125","klarG@makt@krY+d@mENs@lskYn@OpE+G@matsam@G@stEltwOrd@","VL"
"fv800125","warmoG@l@kmak@w@G@brY+kfAnvErs@Grun@krY+d@","VL"
"fv800125","b@warExt@rGent@Grot@huvelhed@G@droGd@krY+d@Ind@k2k@","VL"
"fv800125","slaz@stetsOpInGlaz@flEs@EnzOrxreG@lmat@xvorniw@anvur","VL"
"fv800125","vorAld@zAxt@Grun@krY+d@kYn@lifstvErsG@brY+ktwOrd@","VL"
"fv800125","@tIs@nynik@brOnvAnblAtxrun","VL"
"fv800125","Grun@zAxt@krY+d@kYn@bEstnitmeG@koktwOrd@OmzovelmoG@l@kfAnhYnE+G@sxAp@t@b@war@","VL"
"fv800125","bE+hArd@krY+d@AlstE+mroz@mArE+nEnzovortIsmekok@wElnod@x","VL"
"fv800125","t@nvE+vd@olivEt","VL"
"fv800125","b@hAlv@d@vor@G@INGredjEnt@kAnand@supok@nwE+n@GvEtOnd@rv@rsxIl@nd@vOrm@tuG@vuxtwOrd@","VL"
"fv800125","OmvorAfENk@l@Grunt@nGart@stov@b@vorbeltY+In@nwE+n@xoliOp@nzAxtfyr","VL"
