session_id,phonetic_transcription,language_classification
"fv800956","tOm v@rwAxt@ vAn @n lev@sx@zEl dAt s@ lYxt@x Opx@wEkt En AltE+t mEt hEm t@vred@ zA+ zE+n","VL"
"fv800956","hE+ vOnt sIxsElf x@mAk@l@k In d@ OmGAN En wIld@ @m pArtn@r di ok so wAs","VL"
"fv800956","wAner @n vrA+ lid blE+k@n dAt s@ mer wIld@ GIN E+ In d@ v@rded@GIN","VL"
"fv800956","hE+ v@rwet har dAt s@ t@ velE+s@nt wAs","VL"
"fv800956","tOm hAt sIx nit x@rejAlizert dAt hE+ OnrejAlistis@ v@rwAxtIN@n hAt fAn @n r@lasi","VL"
"fv800956","hE+ lerd@ dAt @t nOrmal Is dAt mAn@n En vrA+@n And@rs rejAGer@n En dAt @t In @n lifhEb@nd@ r@lasi nod@x Is di v@rsxIl@n t@ AksEpter@n","VL"
"fv800956","rAsjonel kOn E+ t@n slOt@ AksEpter@n dAt @n vrA+ ok wEl enz b@huft@ hAt har neGAtiv@ G@vul@ns t@ del@n mar hE+ rakt@ tOx nOx fAn slAx wAner z@m pArtn@r idz dwArsAt","VL"
"fv800956","Om z@n v@rwAxtIN@n Op emoSOnel nivo bE+ t@ stEl@n must hE+ z@n hArt hel@n","VL"
"fv800956","tun GIN@ w@ ens kE+k@n hu @t kwAm dAt hE+ zEs jar darvor nit fOled@x Om @t E+nd@ vAn z@n hyw@l@k At x@rA+t","VL"
"fv800956","Om v@rwAxtIN@n Op @n emoSOnel nivo bE+ t@ stEl@n mut@ w@ t hArt hel@n","VL"
"fv800956","tun E+ GIN sxE+d@n kwAm @t nid bE+ hEm Op d@ vir hel@nd@ Imosis t@ Ond@rzuk@n","VL"
"fv800956","Y+tE+nd@l@k kOn hE+ dor zIx t@ rIxt@n Op hu E+ zIx In @d b@GIn vAn d@ r@lasi hAt x@vult v@rdrit En t@l2rstElIN Ervar@n","VL"
"fv800956","mar @r zat@n dY+d@l@g blOkad@s","VL"
"fv800957","Ik hEp dez@ ampAk In dY+z@nd@ G@vAl@ G@brY+kt","VL"
"fv800957","hirdor war@ z@ In stat sIx op@ t@ stEl@ vor @n ov@rvlut an livd@ En syksEs In Yn lev@n","VL"
"fv800957","In d@ mest@ G@vAl@n Iz @t so dAt wAner w@ Op @m b@palt nivo G@blOkert sE+n h@t Y+tstek@nt hElpt Om G@b2rt@nIs@n Y+t @t f@rled@n Op t@ rup@n warbE+ t x@vul IN kwEsti nit fOled@x wErt ErkEnt G@delt Of tuG@stan","VL"
"fv800957","dor d@ Gud@ vrax t@ stEl@n kOmt @t Ondbrek@nd@ G@vul vAnzElf na bov@n","VL"
"fv800957","zoAls In Elk vAn d@ bov@nstand@ G@vAl@n mut@ w@ Om Ons hArt op@ t@ stEl@n vorzIxt@x teG@n Onz@ vruG@r@ kOndiSOnerIN INGan En Elk vAn d@ vir hel@nd@ emosis vOled@x tOt Ons lat@ dordrIN@n","VL"
"fv800957","w@ blOker@n @m b@pald@ hel@nd@ emosi dor Onz@ vruG@r@ kOndiSOnerIN mar ok Op And@r@ mAnir@n","VL"
"fv800957","In @t fOlG@nd@ hofstYk zYl@ w@ Ond@rzuk@n hu @n v@rlis Onz @rvAn kAn werhA+d@n Al@ vir d@ hel@nd@ emosis t@ Ervar@n","VL"
"fv800957","Als w@ dIt InzIxt hEb@ v@rwOrv@n kYn@ w@ Onz@ andAxt rIxt@n Op @t nar bov@ brEN@n vAn d@ Ondbrek@nd@ emosis Om zo @t helINsprosEs t@ vOltoj@n mEt livd@ anvardIN b@GrIp En v@rtrA+@n","VL"
"fv800958","zoAls Ik In m@n InlE+dIN hEp x@sxrev@n krex Ik Op m@n hyw@l@ksrE+z @n tIlefontj@ warIn Ik hord@ dAt m@n vad@r wAs ov@rled@n","VL"
"fv800958","Ik wAs teG@lE+k@rtE+t G@sxOkt raz@nt En OntsEt","VL"
"fv800958","wi dut soits","VL"
"fv800958","@t Iz Onerl@k","VL"
"fv800958","warOm zA+ imAnt soidz dun","VL"
"fv800958","En huwEl Ik vel@ And@r@n Ep x@hOlp@n Om @n traGis@ G@b2rt@nIs t@ v@rwErk@n hAt Ik sElf zon v@rsxrIk@l@k f@rlis nOx nojt meG@makt","VL"
"fv800958","wAner d@ pE+n In Ons hArt Is x@helt hA+d@ w@ livd@vOl@ hErIn@rIN@n ov@r","VL"
"fv800958","zoAlz Ik Al v@rtEld@ hAt m@n vad@r @n lIft@r meG@nom@n di hEm b@rovd@ En v@rvOlG@ns Opslot In d@ kOf@rbAk fAn z@n A+to","VL"
"fv800958","na d@ b@Graf@nIs wIld@ Ik Ob d@ en Of And@r@ mAnir memak@n wAt m@n vad@r hAt meG@makt","VL"
"fv800958","t@rwE+l Ik In d@ kOf@rbAk lAx di rY+m@r wAs dAn Ik m@ hAt forG@stElt zAG Ig d@ krAs@n Ob d@ plEk war E+ mEt @n sxruv@ndraj@r Ob d@ klEp hAt x@slaG@n","VL"
"fv800958","hE+ wAs blE+v@ slan In d@ hop dAt imAnt hEm zA+ hor@n En zA+ kom@ rEd@n","VL"
"fn001250","hofstYk en","NL"
"fn001250","d@ op@mbarIN vAn xOts wE+shE+t","NL"
"fn001250","jezYs op@mbart d@ vad@r","NL"
"fn001250","d@ kEr@k xat In Al har b@sxA+w@N@ Y+t fAn @d b@sEf dAt har @n potsxAp Is tuv@trA+t wavAn d@ orsprON In GOt sElf Is x@leG@","NL"
"fn001250","vErG@l@k twe korIntij@s fir vErs en En twe","NL"
"fn001250","d@ kEn@s di zE+ d@ mEns forhA+t dANkt s@ nit an E+G@ b@spiG@lIN@ hu v@rhev@ di ok moG@ zE+n ma an @t fE+t dAt s@ @t wort fAN GOt In G@lof heft anvart","NL"
"fn001250","f@rG@l@k tEsalonisEnz@ twe","NL"
"fn001250","fErs dErtin","NL"
"fn001250","an d@ orsprON vAn Ons lev@ As x@lov@G@ stat @n In har sort ynik@ OndmutIN warIn @n ew@lAN v@bOrG@ mar tAns x@op@mbart x@hE+m b@kEnt x@makt wOrt","NL"
"fn001250","fErG@l@k en korIntij@rs twe zev@","NL"
"fn001250","En romE+n@ zEstin vE+f@twInd@G En zEz@ntwInt@x","NL"
"fn001250","fErG@l@k efezijAs en nex@","NL"
"fn001250","@t Iz @n total Onv@sxYld@xt InItSatif dAt fAN xOt nar d@ mEnshE+t Y+txat Om har t rEd@","NL"
"fn001250","d@ rAtSonalIstis@ kritik fAn di tE+t fil @t x@lof an Op xrOnt fAn OnjY+st@ En wE+t f@brE+d@ stElIN@","NL"
"fn001250","En b@werd@ dAt @r bY+t@ d@ natyrl@k@ v@moG@ns fAn @t f@rstAnt Om Gen kEn@s moG@l@k sA+ zE+n","NL"
"fn001250","@n warhE+t di zer vAstat","NL"
"fn001250","wAnt xOt Is xen b@driG@r En wIl dAt ok nit sE+n","NL"
"fn001250","d@r Iz @n dYb@l@ Ord@ vAN kEn@ di nar b@GIns@l En vorwEr@p fAn @lkar Ond@rsxE+d@ zE+n","NL"
"fn001250","nar b@GIns@l","NL"
"fv800965","jakOb At @t x@vul dAt hE+ @n plEns wat@r In z@n G@zIxt krex nEt ny hE+ dAxt @ Gud@ IndrYk t@ mak@","VL"
"fv800965","wIl j@ nOx kOfi vruG dan","VL"
"fv800965","jakOp knIkt@ En mOmp@ld@ OnwIl@x Grax","VL"
"fv800965","jakOp nAm @n slOkj@ kOfi En v@rmAnd@ zIx","VL"
"fv800965","z@ zE+ og dAt j@ omA OntsEt@nt kOp@x Is En zIx dor ar zikt@ Av En tu vremt x@draxt","VL"
"fv800965","dAd Is war","VL"
"fv800965","erl@k x@zExt At Ig d@ IndrYg dAd Ik nit wElkOm wAs","VL"
"fv800965","mud@r Is ov@rstyr En z@ zIt ov@r jA+ In","VL"
"fv800965","j@ vad@r stEld@ vor dAd ik fAndax nar Amst@rdAm zA+ Gan En @t An@ frAnkhY+z b@zuk@","VL"
"fv800965","Ik hA+ vAn ar dAGbuk snAp j@","VL"
"fv800965","hE+ zE+ dAt w @r vAnavOnt wEl its Op sA+d@ b@dENk@","VL"
"fv800965","ja hE+ heft m@ vAnOxt@nt fAn kAntor G@bElt","VL"
"fv800965","hE+ zE+ nit warOm nit","VL"
"fv800965","sOri dAt Ik @t sEx mar Ik fInt @t @n rar G@du","VL"
"fv800965","hE+ sxrOk fAn d@ klaxl@k@ ton In z@n stEm mar d@ kA+d@ duS@ wErkt@ nOx na","VL"
"fv800965","dan zE+ rYst@x bE+na kIl GertrY+ Is ONG@nesl@k sik","VL"
"fv800965","z@ lE+t fel pE+n","VL"
"fv800965","z@ zIt Ond@r d@ pE+nstIl@rs wardor z@ zIx wEl ez @m betj@ zEx mar tipis x@draxt mar @r zIt nOx mer Axt@r","VL"
"fv800975","d@ OnvorspElbarE+t fAn @txen zIx In d@ sprekam@r Afspelt dwINt Ons Op tAloz@ mAnir@ tOt AlErthE+t","VL"
"fv800975","sOms wOrt Ons x@vraxt x@tY+G@ t@ zE+n vAn ak@l@G@ Of  dIN@","VL"
"fv800975","dwANmat@x mEt @t hovd bONk@ Ov an wOntkOrstj@s krAb@ Is nit ONG@won","VL"
"fv800985","darna zA+d@ @r slExs dri drYp@ls klar zE+n wer @t max@s x@tAl dri","VL"
"fv800985","mOrdA @m blInd@ mAn krE+xt ObdrAxt Om @t fyr brAnd@nt t@ hA+d@ t@rwE+l d@ zon vAn grijAN vAn  @n jON@ di  bAx het In d@ ket@l mut rur@","VL"
"fv800985","gwijOn bAx v@rwErft so kEnIs fAn d@ h@hE+m@ vAn v@rled@ hed@ En tukOmst","VL"
"fv800985","wud@nt jaxt seridwin hEm na","VL"
"fv800985","tE+d@nz d@ Axt@rvOlGIN v@rAnd@rt kwijOn bAx sIxsElf In @n has @n vIs @n voG@l En @n GrankOr@l","VL"
"fv800985","seridwin v@rAnd@rt In @n haz@wInthOnt @n Ot@r @n rofoG@l En Y+tE+nd@l@k In @n kIp di d@ In @n GrankOr@l v@rAnd@rd@ gwijOn bAx OpIkt","VL"
"fv800985","lat@r nam@ mAn@ di fYNksi ov@r wardor d@ mAxt@G@ prist@rkAst@ OntstOnt","VL"
"fv800995","G@dyr@nd@ en trax momEnt Is m@n hoft x@vYlt mEt lIxt","VL"
"fv800995","Ik hor m@zElf xIl@","VL"
"fv800995","Ik fAl ner In d@ snew","VL"
"fv800995","Ik xa rExtOp sIt@","VL"
"fv800995","dZemz dut s@n oG@ dIxt En slIkt","VL"
"fv800995","Ik si d@ tran@ In z@n oG@ di E+ vor mE+ v@rbErxt","VL"
"fv800995","hE+ vext s@ Af","VL"
"fv800995","sOri dAd Ik xIld@ zEx Ik En Ik rIxt m@ Op Op m@n El@boG@","VL"
"fv800995","Geft nit","VL"
"fv800995","z@n stEm klINkt E+l En sxrIl","VL"
"fv800995","z@n G@zIxt Iz blek","VL"
"fv800995","w@ Gan @d blut Afspul@ zExt hE+","VL"
"fv800995","z@n hAnd@ trIl@","VL"
"fv800995","dAt wAs mId@n In d@ ros zEx Ik Om Em wAt Op t@ b2r@","VL"
"fv800995","hE+ prodysert @n snY+v@nt lAxj@","VL"
"fv800995","dZems ad@mt snEl","VL"
"fv800995","z@n ENk@ls En ben@ trIl@","VL"
"fv800995","AfkEts@","VL"
"fv800995","koG@lz dun dAt","VL"
"fv800995","Ig dENg dAt i Is Afx@kEtst zExt E+","VL"
"fv800995","w@ lop@ dor d@ bErm t@rYx nar hY+s","VL"
"fv800995","Ig dENg dAt i Is Afx@kEtst ma j Ept wEl @n GAt In j@ G@zIxt","VL"
"fv800995","m@n brIl Is ov@r @m par daG@ G@repArert","VL"
"fv800995","dAn kAn Ik @t f@rbErG@","VL"
"fv801005","h@t en@ wort lOkt h@t And@r@ Y+t","VL"
"fv801005","Op vAl dot klotsAk fOlxt sEld@n jE+ ok nOG @n kErs@nbOn lifst@","VL"
"fv801005","Elk wort heft @t f@rmoG@n pAs@nd@ kOleGAs In zE+n kilzOx me t@ sl2r@n","VL"
"fv801005","sxrE+f j@ d@ mAn wAs xrot dAn G@b2rt @r nits","VL"
"fv801005","mar sxrE+f j@ tun hE+ d@ d2r op@ndet wAs @t AlsOf @n part d@ kam@r bIn@nkwAm dAn bEn j@ vordAt j@ h@t wet  slAx mInst@ns @n hAlv@ paGinA vErd@r","VL"
"fv801005","@n part rupt Im@rs fel mer AsOsjasis Op dAn @n Grot@ mAn","VL"
"fv801005","word@n zE+n vAn Gud@ wIl","VL"
"fv801005","z@ hElp@n d@ sxrE+v@r GraG @n hAntj@ mIts hE+ z@ d@ G@leG@nhE+t xeft t@ sxIt@r@n","VL"
"fv801011","G@stElt dAd @m pAsx@bor@ kInt @rIn zA+ slaG@n zIx Op @n Omb@wont E+lAnt In lev@ t@ hA+d@n En dAd @t emal Opx@Grujt vor zIxsElv @n tal OntwErpt @n sort fOlstrEkt@ privetal nid b@dult Om dor en@x And@r t@ wOrd@ b@Grep@n zA+ @t ir dAn wErk@l@k In d@ vOl@ zIn vAn @t wort Om @m privetal Gan","VL"
"fv801011","ov@rspel@G@ mInars slyw@ spijOn@n avOntyrl@k@ sxoljON@s Of EksperimEntel@ dIxt@rs z@ kom@n Al@mal vruG Of lat b@droG@n Y+t In Yn poGIN@n Om @n OnOntsE+f@rbar@ G@hE+mtal t@ OntwErp@n @n Eksklyziv@ kOmynikativOrm di Alen dor hEn zAl kYn@ wOrd@ b@Grep@n","VL"
"fv801011","d@ en@G@ Ext@ privetal di id@r b@GrE+p@n dor @m bY+t@stand@r Y+tslY+t Iz d@ tal di mEn ok sElf ni mer b@GrE+pt En darme ok @t E+nd@ vAn d@ tal","VL"
"fv801011","d@ tal vAn d@ wanzIn","VL"
"fv801011","Y+tE+nd@l@k hel@mal nits","VL"
"fv801011","dAd @t nit moG@l@k Is t@ sprek@ zOnd@r hord@r Of t@ sxrE+v@ zOnd@r lez@r","VL"
"fv801011","mar dAt sA+ Al t@ G@mAk@l@k sE+n","VL"
"fv801012","@d belt dAt f@rsxIl@nd@ lez@rs fAn @nzElvd@ romAnwer@lt hEb@n blE+ft sodund@ Grot@ndels x@mensxAp@l@k OmdAt @d b@rYst Ob d@zElvd@ bazIzb@sxrE+vIN@n ok Al Gad @t for d@ en Om d@ Grot@ livd@ vAn @m bizOnd@r@ vrA+ En vor d@ And@r Om d@ Grot@ dwashE+t fAn @N G@won@ hY+smud@r","VL"
"fv801012","nEt so Iz ok @t wer@ldbelt fAn talG@not@n fYndAmEntel G@mensxAp@l@k OmdAt @d b@rYst Op x@lE+kard@G@ bazIzb@sxrE+vIN@n","VL"
"fv801012","wi b@vorbelt In Al@ lEt@rl@khE+t fOlhA+t dAt d@ myr@m b@weG@n d@ plAnt@n hY+l@n En d@ taf@l Op vrak sInt zAl dor And@r@n Op xrOnt vAn z@n sprek@n @n psixotikYs G@numt wOrd@n","VL"
"fv801012","E+G@l@k Iz ok Onz@ Ext@ Onz@ wErk@l@k@ wer@lt vor Ons Alen mar @n sort romAnwer@lt @n wer@lt fAn hor@ zEG@n","VL"
"fv801012","wE+ zin d@ wer@lt nit Ext","VL"
"fv801012","wE+ lez@n hEm dor d@ word@n hen","VL"
"fv801012","Onz@ beld@ zE+N G@vOrmt dor d@ word@n","VL"
"fv801012","vAn d@ romAns b@stan Ext@r ok f@rfIlmIN@n En hir b@GIn@n d@ kOmplikasiz Opniw","VL"
"fv801013","d@ trA+@ vrint wOrt stets wer dor tElk@s And@r@ vrind@n v@rad@n","VL"
"fv801013","d@ pErfEksjOnIst mIzlYkt stEls@lmat@x In Al@s wAt E+ dut","VL"
"fv801013","d@ ArivIst f@rlist Op Onv@rklarbar@ wE+z@ Elk@ kOmfOrtab@l@ pOzisi di hE+ b@klet","VL"
"fv801013","d@ v@rlivd@ vrA+ wOrt Alz bE+ notlOt dor Al har G@livd@n Afx@wez@n","VL"
"fv801013","t@rwE+l Al dez@ ONG@lYk@G@n oG@nsxE+nl@k nits liv@r zA+d@ wIl@n dAn hYn rAmpsput t@ dorbrek@n zA+ @t fOlG@s frOjt In wErk@l@kE+t xan Om d@ rejAlizasi vAn @n Omb@wYst f@rlAN@n dAt sIx In d@ b@sxrev@ G@vAl@ wEl bE+zOnd@r OnAfhANk@l@k vAn h@t lYstprInsip@ lE+kt dor t@ zEt@n","VL"
"fv801013","dAt hirbE+ Onv@rmE+d@l@k ok spAnIN wOrt x@krejert En dYs OnlYst sOms OntstEl@nt xrot@ OnlYst G@prOdysert lE+kt for @t psixIzm@ Al mEt Al erd@r bE+kOmst@x t@ zE+n zolAN @t mar kAm blE+v@ Gan Om stedz d@zElvd@ OnlYst stedz d@zElvd@ vOrm@n vAn v@rdrit","VL"
"fv801014","d@ melANxolikYs Is dez@ dEsperat@ v@rlivd@ d@ mInar di mar eN ker wIl b@mIn@n En di dYs zElfs In @t fOrtY+nl@k@ mar hoxst OnwarsxE+nl@k@ G@vAl vAn @n ev@n Eksklyziv@ wed@rlivd@ wEl kOmplet f@rlAmt mut wOrd@n dor d@ G@dAxt@ an @t moG@l@k@ v@rlis vAn z@n ObjEkt","VL"
"fv801014","dor d@ rAdikAlitE+t fAn z@n InvEsterIN lopt hE+ Im@rz @t riziko Op @n ev@n rAdikal zElf@rlis zodAt hE+ nit And@rs kAn dAn @d b@mInd@ ObjEkt mEt Al z@N krAxt@n hat@n Al wAz @t Alen mar OmdAt h@t sA+ kYn@n wExan","VL"
"fv801014","d@ melANxolikYs Iz d@Gen@ di AltE+d Al bE+ vorbat rA+t di rA+t Om d@ moG@l@khE+t vAn @t f@rlis di rA+t OmdAt hE+ nojt wErk@l@k nojt fOled@x its heft","VL"
"fv801014","its hEb@n vor hEm zA+ b@tek@n@n dAt hE+ @t OnmoG@l@k nOx kAn v@rliz@n","VL"
"fv801014","d@ en@G@ OplOsIN Iz dAn @t wErt rets x@zExt sImp@lwEx En rAdikal @t ObjEkt Opet@n","VL"
"fv801014","frOjt sprekt hir vAn kAnibAlIsm@ mar m@sxin Iz dez@ tErm nit hel@mal Gut x@koz@n","VL"
"fv801014","d@ AnAloGi tYs@n h@t erotis@ v@rlAN@n Om imAnt Op t@ et@n En @t fiSoloGis@ v@rlAN@n Om its Op t@ et@n Is Al mEt Al nit mer dAn @n AnAloGi","VL"
"fv801014","slExs wE+n@x mEns@n et@n Yn G@livd@ og datwErk@l@k Op Ov @t sA+ mut@ zE+n In @m pas In @m par pOstmodErn@ fIlms","VL"
"fv801014","wAt d@ wAnhop@x f@rlivd@ E+G@l@k sA+ wIl@n Iz @t livd@zObjEkt Opet@n zOnd@r dAt @d dardor v@rnit@xt wOrt @n sort dorslIk@ zOnd@r kA+@n En zOnd@r v@rterIN","VL"
"fv801015","vor Al@s mud Ik @n dY+d@l@k forb@hA+t mak@n","VL"
"fv801015","Ik wIl @t hir nit hEb@n ov@r Al@ sxrE+v@rs lat stan ov@r Al@ kYnst@nars","VL"
"fv801015","@r Iz @ sort fAn zElfmort di an red@n@n En an motiv@n zo wE+n@x t@ wEns@n ov@rlat dAt s@ In d@ vOl@ zIn vAn @t wort @n rAsjOnel@ dat kAn wOrd@ G@numt","VL"
"fv801015","@r Iz And@rzE+ts @n sort fAn zElvmort di zodan@x dor @m psixis@ pAtoloGi wOrd b@palt dAt s@ bE+na kA wOrd@ v@rG@lek@n mEd @n Omb@wYst@ hAnd@lIN","VL"
"fv801015","bE+d@ sort@ vAn zElfmort sE+n filozofis OnIntr@sAnt En vAl@n hir bY+t@ b@sxA+IN","VL"
"fv801015","d@ zElfmord@nar Is imAnt di Gen zIn heft In @t lev@n En dAd Is its hel wAt And@rs","VL"
"fv801015","bov@din Is hE+ imAnt di Gen zIn heft In @t lev@n hu dIt lev@n ok moG@ v@rlop@n hu zInvOl Of hu moj @t ok zA+ kYn@ zE+n","VL"
"fv801015","ok fAn d@ kAnt fAn d@ sxrE+v@rs zE+n @r tip@z di Ig bY+t@ b@sxA+IN zAl mut@ lat@n","VL"
"fv801016","dIt latst@ vAlt nOx t@ b@twIst@n","VL"
"fv801016","mar dAntos t@ntonstElIN Ilystrert wEl zE+ @t Op @N kArikAtyral@ mAnir @m pArAdOksal kEnmErk fAN kYnst dAt @r nam@l@k In Ekstremis nits t@ zin Is","VL"
"fv801016","@N kYnstwErk Ond@rsxE+t sIx Y+tE+nd@l@k nit fAn And@r@ ObjEkt@n dor b@pald@ ObjEktiv@ mAt@rjel@ hudan@xed@n mar dor d@ krAxt fAn d@ syGEsti","VL"
"fv801016","nits fAn d@ Ord@ vAn @t mAt@rjel@ ok nit d@ Grotst dENgbar@ tExnis@ pErfEksi v@rmAx darOm Y+tE+nd@l@k vAn @n ObjEkt @N kYnstwErk t@ mak@n","VL"
"fv801016","zOnd@r lE+n@n EN kl2r@n Is Gen sxIld@rE+ moG@l@k zOnd@r mArm@r Of klE+ Gem belt zOnd@r klANk En rItm@ Gen myzik","VL"
"fv801016","@t rod@ duk Iz In Elk vAn d@ dor dAnto b@sxrev@ G@vAl@n EsEnsjel","VL"
"fv801016","mar @n tuvAl@x dor y Ov mE+ G@prodyserd@ rod@ vlEk zAl GeN kYnstwErk sE+n nEt somIn Alz @n zOrxfYld@x En vAkYnd@x rot x@sxIld@rd@ k2k@myr","VL"
"fv801016","mAt@rjel G@zin zE+n Al dez@ rod@ ObjEkt@n idEntik En idEntik In hYn Omb@dY+d@nthE+t","VL"
"fv801016","En tOx krE+G@n d@ rod@ duk@n vAn dAntos t@ntonstElIN @n ImpAkt di bY+t@m propOrsi lIxt @n ynisitE+t zOnd@r d@ G@rINst@ mAtErjel@ bazis","VL"
"fv801017","d@ tejori vAn @t imiter@ vAm b@werIN@n dor d@ A+t2r En vAn @t pretEnder@n t@ G@lov@n dor d@ lez@r b@rYst dAt sA+ Ik AltAns wIl@n anton@n Op @n vOlkom@ v@rkerd@ OpfAtIN vAn wAd @t Is @n lit@rE:r wErk t@ prOdyser@n Of t@ AprEsjer@n","VL"
"fv801017","tOx Iz dez@ tejori In d@ lit@rAtyrstydi nOx mer v@rbrE+t dAn mEn vortxand@ Ob d@ tOx Al zo tAlrE+k@ Artik@l@n di har Y+drYk@l@k f@rded@G@n sA+ kYn@ dENk@n","VL"
"fv801018","dIt dAGbuk Is mE+n v@rslavIN En mE+n Ond2xt","VL"
"fv801018","dIt Is @t oG@mblIk warOp Ik d@ mist@rj2z@ pE+p Opnem En v@rzINk In ov@rpE+nzIN@n","VL"
"fv801018"," Im plats fAn @m buk t@ sxrE+v@n l2n Ik Axt@rov@r En Ig drom En sprek tOt m@zElf","VL"
"fv801018","@n v@rslavIN","VL"
"fv801018","Ik mut mE+n lev@n Elk@ dAx hErsxrE+v@n In d@ drom","VL"
"fv801018","And@rs Gat Al@ maGi v@rlor@n En Ontwak Ik mEt mE+n hAnt Op mE+n G@vAN@nIstralis","VL"
"fv801018","hErhald@l@k prObert nin ok wErk@l@k fAn har dAGbuk Als fAn @n v@rslavIN Af t@ rak@n","VL"
"fv801018","dAt wOrt har Ob divErs@ tE+tstIp@n In ar lev@n tev@s aNG@rad@ dor vrind@n mInarz Em psixijat@rs mermals dor d@ dri In en p@rson","VL"
"fn001255","del en","NL"
"fn001255","hofstYk en","NL"
"fn001255","hE+ kOn ok @n hel E+ In z@n mOnt prOp@n En Opet@n","NL"
"fn001255","lentj@ wAs El@f","NL"
"fn001255","twe jar A+d@ dAn Ik","NL"
"fn001255","zE+n vad@r wAs twe jar x@led@ of@rled@","NL"
"fn001255","sInzdin wErt lentj@ do d@ byrt f@rwEnt","NL"
"fn001255","Ik wet nit Of hE+ ok nar hEm mEt strOnt xojd@","NL"
"fn001255","tun w@ d@ kam@r pIn@lip@ ded m@frA+ fAn Os d@ xOrdE+n@ dIxt","NL"
"fn001255","Is kobi Er nit","NL"
"fn001255","frux s@","NL"
"fn001255","s@ b@duld@ mE+n zYsj@","NL"
"fn001255","ne sE+ Ik","NL"
"fn001255","f@led@ wek hAt m@m brur swArt@ spIk@ltj@s In ha nEk x@zin","NL"
"fn001255","mIsxin kOmp s@ nOx wEl sE+ m@frA+ fAn Os En zEt@ d@ tel@vizi an","NL"
"fn001255","lINks fAn hEn wAz d@ slax@rE+ fAn fAN ril darnast jAmIn","NL"
"fn001255","@t wAs neG@ntin zEs@nfE+ft@x","NL"
"fn001255","mE+n byrmE+S@ Els fAn lew@n kwAm bIn@n mEt wIl detix@r","NL"
"fn001255","wIl wAs d@ dOxt@r fAn wIl@m","NL"
"fn001255","wIl@m det@rdIN numd@ w@ hEm nar d@ amerikans@ mijunE:r","NL"
"fn001255","hE+ brAxt b@stElIN@ for m@n fad@r wEx En hilp @m par nAxt@ In d@ wek fAn Os mEt @t mak@ vAn bOmbOns","NL"
"fn001255","warOm dAt s nAxs must wed Ik nit","NL"
"fn001255","s@ drONk@ fel dAt wAs wEl b@kEnt","NL"
"fn001255","zE+ wIl@m","NL"
"fn001255","Els ajd@ of@ m@n hoft","NL"
"fn001255","dAx Edi","NL"
"fn001255","war Is kobi","NL"
"fn001255","jON@ns mE+S@s Opx@lEt","NL"
"fv801025","d@ ard@ Is Ind@rdat @m bOl","VL"
"fv801025","wE+ brEN@n di zElf mEt Onz@ vut@n Im b@weGIN","VL"
"fv801025","h@t lev@n GIN vort","VL"
"fv801025","mEn At En sxONk d@ ard@ h@t et@n t@rYx","VL"
"fv801025","d@ reG@n Ges@ld@ h@t lAnt dAt ev@n lat@r lAx t@ stom@n Ond@r d@ zOn di OpkwAm Alz @n Abrikos En Ond@rhIN Alz @n vEt@ pErzIk","VL"
"fv801025","mEn slux hY+z@n tOt pY+n En bA+d@ di hY+z@n wer Op","VL"
"fv801025","zE+n mud@r hIlt har slap@nd@ zon In har Arm@n OmdAt hE+ stets mer Op s@n vad@r b@GOn t@  t@ lE+k@n Op @n mAn di t@ Grot wErt vor har hAnd@n t@ pez@x","VL"
"fv801025","@n G@lYksal@G@ GlImlAx blujd@ rOnt har lIp@n","VL"
"fv801025","tun stOpt@ z@ mEt ad@m@n","VL"
"fv801025","z@ hAt di GlImlAx nOx rOnt har lIp@n tun z@ wErd b@Grav@n","VL"
"fv801035","Ik sxit hE+G@nt wAk@rt vul its dAt niw Is In mE+n lev@","VL"
"fv801035","ad@mnot","VL"
"fv801035","hu Iz dAt so Opens x@kom@","VL"
"fv801035","mE+n mud@r hErkEnt @t mEten","VL"
"fv801035","lat m@ drINk@","VL"
"fv801035","ne","VL"
"fv801035","Ig drINk Al","VL"
"fv801035","@t Is kA+t En vlujt fulbar nar b@ned@","VL"
"fv801035","vAnAf dAt oG@mblIk Is m@n lev@ v@rpEst x@west dor v@rdrINkINsANst","VL"
"fv801035","d@ E+nd@loz@ Onov@rzIxt@l@k xrot@ rY+mt@","VL"
"fv801035","@n hel@ wer@lt","VL"
"fv801035","d@ lAntsxAp@ Em bErG@ klov@ En dal@ vAn d@ ze","VL"
"fv801035","Ik sAt OnErup@l@k In @n vAl di zo rY+m wAs dAd Ik @r nojt @t E+nd@ vAn zA+ zin","VL"
"fv801035","d@ And@r@ kAnt fAn d@ plAnet","VL"
"fv801035","In d@ vErt@ zAx Ig dY+z@nd@ klE+n@ dorsxE+n@nd@ vOrm@ dAns@","VL"
"fv801041","ov@rAl kOnd@Gd@n Grot@ AfiZ@z dIt an","VL"
"fv801041","En AmAndA kwAm vak bE+ Onz ov@r d@ vlur","VL"
"fv801041","d@ latst@ daG@n vorAl wuli buli jEN@l@nt fAn sEm d@ SEm En d@  @n d2ntj@ dAt sE+ nit fAn Onz@ dZubOks hAt En dAt mE+n vad@r dYs f@rfujd@","VL"
"fv801041","AmAndA wAz @n vruxrE+p kInt","VL"
"fv801041","z@ kwAm Y+t @n rY+x ArbE+d@rsx@zIn","VL"
